orderid,ctime,userid,shopid,rating_star,satisfaction_label
155512387220565.0,2024-04-01 11:58:06,27449390,423318317,5,Very Satisfied
153562862305784.0,2024-03-31 15:10:48,157646928,423318317,5,Very Satisfied
156436456273719.0,2024-04-02 08:13:40,54955537,423318317,5,Very Satisfied
155999214295572.0,2024-04-02 08:13:40,303770242,423318317,5,Very Satisfied
156436456273719.0,2024-04-03 15:42:30,54955537,423318317,5,Very Satisfied
156951410260678.0,2024-04-04 01:39:27,2624820,423318317,5,Very Satisfied
157380209271034.0,2024-04-05 18:31:02,170400478,423318317,5,Very Satisfied
157259140219066.0,2024-04-04 23:40:25,48356753,423318317,5,Very Satisfied
159171514229480.0,2024-04-05 07:55:25,162184948,423318317,5,Very Satisfied
158337469259559.0,2023-09-24 15:24:05,101667631,423318317,5,Very Satisfied
157461324264072.0,2023-10-05 13:40:30,241145687,423318317,5,Very Satisfied
157333928289353.0,2023-08-13 14:37:32,81035938,423318317,5,Very Satisfied
157187513273419.0,2023-08-22 14:58:11,147998244,423318317,5,Very Satisfied
157438648203091.0,2023-11-26 15:36:12,200078629,423318317,5,Very Satisfied
157849329253763.0,2023-08-28 17:49:46,206333163,423318317,5,Very Satisfied
158159174256209.0,2023-12-19 21:01:23,41610912,423318317,5,Very Satisfied
158040525276664.0,2024-02-25 23:34:04,15286003,423318317,5,Very Satisfied
158023686239912.0,2023-08-22 14:55:08,92752696,423318317,5,Very Satisfied
158027105221043.0,2023-11-13 15:16:10,86835431,423318317,5,Very Satisfied
158470141247407.0,2024-03-23 16:09:59,42320195,423318317,5,Very Satisfied
158818014252999.0,2023-10-23 13:16:41,50536660,423318317,5,Very Satisfied
158406601258573.0,2024-01-24 15:20:00,99257216,423318317,5,Very Satisfied
157855872246572.0,2023-09-21 11:47:23,233993198,423318317,5,Very Satisfied
158588149223158.0,2023-09-09 23:00:50,76984016,423318317,5,Very Satisfied
158051773219644.0,2024-03-26 22:46:01,32621747,423318317,5,Very Satisfied
158386689273414.0,2023-09-27 19:19:09,56219833,423318317,5,Very Satisfied
158386041241644.0,2023-09-15 21:41:37,111670564,423318317,5,Very Satisfied
158067205260933.0,2023-11-24 10:45:33,197317644,423318317,5,Very Satisfied
159885847209159.0,2023-08-21 13:51:06,117726126,423318317,5,Very Satisfied
160121058264231.0,2023-08-27 14:00:54,90625603,423318317,5,Very Satisfied
158270344207965.0,2023-11-15 15:41:16,234904601,423318317,5,Very Satisfied
159697545294050.0,2023-12-03 14:34:12,39952122,423318317,5,Very Satisfied
159859711255823.0,2023-09-28 17:53:58,32579951,423318317,5,Very Satisfied
159291117228795.0,2024-01-02 18:32:12,35479445,423318317,5,Very Satisfied
159107591292901.0,2024-03-02 17:20:31,77028189,423318317,5,Very Satisfied
159019377210971.0,2023-09-05 00:05:27,44710144,423318317,5,Very Satisfied
159233805204508.0,2023-10-29 11:59:00,38189713,423318317,5,Very Satisfied
159628595294840.0,2024-01-12 12:42:42,11367912,423318317,5,Very Satisfied
159938861231385.0,2023-08-17 05:10:19,12217641,423318317,5,Very Satisfied
160504314213224.0,2023-10-17 17:19:22,60133627,423318317,5,Very Satisfied
157857374247264.0,2023-09-25 17:51:33,75784841,423318317,5,Very Satisfied
159823087298389.0,2023-10-03 15:47:01,29547366,423318317,5,Very Satisfied
160060259294977.0,2023-08-23 16:06:33,13176182,423318317,5,Very Satisfied
160234975297145.0,2023-08-21 14:26:15,243625070,423318317,5,Very Satisfied
159932135232859.0,2023-08-22 20:12:09,10397516,423318317,5,Very Satisfied
160033152252685.0,2023-10-12 20:17:41,84830249,423318317,5,Very Satisfied
160407242226903.0,2023-10-20 15:42:17,13176182,423318317,5,Very Satisfied
160495443242172.0,2023-09-20 13:22:41,13429402,423318317,5,Very Satisfied
161405638283586.0,2023-10-11 09:41:39,189523316,423318317,5,Very Satisfied
158683179295398.0,2023-09-04 23:21:51,77427838,423318317,5,Very Satisfied
160412811290322.0,2024-01-17 09:49:56,166801920,423318317,5,Very Satisfied
160029908228537.0,2024-01-18 06:13:07,271968310,423318317,5,Very Satisfied
161222742235333.0,2023-10-11 16:11:21,10307244,423318317,5,Very Satisfied
161582697280250.0,2024-01-16 16:09:50,62615373,423318317,5,Very Satisfied
161746961204468.0,2024-03-22 07:10:12,21815690,423318317,5,Very Satisfied
159953082216291.0,2023-08-13 18:33:55,205324606,423318317,5,Very Satisfied
163173793256242.0,2023-08-08 12:51:39,54955537,423318317,5,Satisfied
162555311221508.0,2023-09-08 09:11:09,21112849,423318317,5,Satisfied
162176623228288.0,2024-01-17 16:49:26,138957564,423318317,5,Very Satisfied
162634134226607.0,2024-03-08 03:21:40,44525250,423318317,5,Satisfied
162568905206224.0,2024-01-12 11:14:21,143312608,423318317,5,Very Satisfied
162879370219817.0,2023-09-04 11:40:40,51171526,423318317,5,Very Satisfied
162809714212250.0,2023-08-28 09:54:18,72781860,423318317,5,Very Satisfied
162142484246508.0,2024-01-16 12:16:48,176416208,423318317,5,Very Satisfied
160749079293829.0,2024-01-18 18:47:02,36910420,423318317,5,Satisfied
162196113223560.0,2023-09-25 08:21:17,176416208,423318317,5,Very Satisfied
161937160252128.0,2023-10-03 11:31:45,236076195,423318317,5,Very Satisfied
162220863207744.0,2024-01-23 09:04:53,92206348,423318317,5,Very Satisfied
162354666211273.0,2023-10-12 09:29:23,30227727,423318317,5,Very Satisfied
162397561211251.0,2024-01-19 19:43:40,134119563,423318317,5,Very Satisfied
162283818261929.0,2024-01-12 11:35:12,16525644,423318317,5,Very Satisfied
162700428208214.0,2023-11-13 20:27:06,99257216,423318317,5,Satisfied
162644025243386.0,2023-08-28 11:45:14,36910420,423318317,5,Very Satisfied
162324150263697.0,2023-09-22 06:48:24,21887956,423318317,5,Very Satisfied
162619897256670.0,2023-09-10 22:00:42,45328238,423318317,5,Very Satisfied
161395483296983.0,2023-11-05 16:32:31,59691702,423318317,5,Very Satisfied
163135769294249.0,2024-04-03 10:30:11,170400478,423318317,5,Very Satisfied
162920879207380.0,2024-04-06 15:05:06,222085224,423318317,5,Very Satisfied
162824289228875.0,2023-08-25 13:03:22,86835431,423318317,5,Satisfied
163172569268583.0,2023-08-04 16:16:35,54206845,423318317,5,Very Satisfied
160901085233669.0,2023-08-16 13:47:38,78378951,423318317,5,Very Satisfied
163232153226188.0,2023-09-10 01:21:32,42320195,423318317,5,Very Satisfied
163249868214010.0,2023-11-06 21:45:46,28826142,423318317,5,Very Satisfied
163118203264516.0,2024-03-01 21:51:11,113319776,423318317,5,Very Satisfied
164510393251390.0,2024-04-05 09:31:42,60133627,423318317,5,Satisfied
164688799230886.0,2023-10-17 14:02:55,84887236,423318317,5,Very Satisfied
164594259217994.0,2024-03-04 22:19:32,8050481,423318317,5,Very Satisfied
164317240214482.0,2023-08-13 16:41:19,238489698,423318317,5,Very Satisfied
164255518256831.0,2023-08-15 11:28:03,156911630,423318317,5,Very Satisfied
163860508211105.0,2023-08-25 20:03:26,17854760,423318317,5,Very Satisfied
163868644260797.0,2023-10-04 20:48:33,12933923,423318317,5,Very Satisfied
163504128289927.0,2023-09-02 19:23:13,86747547,423318317,5,Very Satisfied
163695089280525.0,2024-03-30 21:54:06,92939878,423318317,5,Very Satisfied
163813636265009.0,2024-01-06 08:12:53,30227727,423318317,5,Satisfied
164862656259111.0,2024-01-20 12:59:47,101667631,423318317,5,Very Satisfied
165512419285479.0,2024-01-19 11:53:32,48356753,423318317,5,Very Satisfied
165509586253958.0,2023-11-10 07:57:10,40034112,423318317,5,Very Satisfied
165577147239041.0,2023-09-03 13:29:58,75784841,423318317,5,Very Satisfied
156694843299546.0,2024-01-14 00:31:36,96406554,423318317,5,Very Satisfied
160574080233805.0,2023-12-09 15:57:06,45193757,423318317,5,Very Satisfied
159893123214494.0,2023-09-06 18:28:40,45193757,423318317,5,Very Satisfied
155087601295045.0,2023-11-10 18:50:36,45193757,423318317,5,Satisfied
157118472281999.0,2023-10-23 16:53:38,157711032,423318317,5,Satisfied
161328944228072.0,2024-03-30 18:19:24,2785978,423318317,5,Very Satisfied
152362866275405.0,2023-09-26 20:17:56,225724908,423318317,5,Very Satisfied
145804229203913.0,2023-09-05 14:01:19,213844555,423318317,5,Very Satisfied
164868817228058.0,2023-10-06 14:06:36,24620776,423318317,5,Very Satisfied
152330600280471.0,2023-12-10 04:08:15,185325074,423318317,5,Very Satisfied
155101919219371.0,2023-12-20 11:25:51,7928971,423318317,5,Satisfied
163377743255248.0,2024-01-15 21:04:03,224907461,423318317,5,Very Satisfied
149771158228731.0,2024-02-21 17:03:58,37485319,423318317,5,Very Satisfied
152326832281408.0,2023-08-13 16:54:54,27394938,423318317,5,Very Satisfied
151072496213912.0,2023-08-28 18:28:47,75193898,423318317,5,Very Satisfied
154949155296845.0,2023-12-10 14:12:21,75193898,423318317,5,Very Satisfied
164671192257689.0,2024-03-20 12:02:09,9453849,423318317,5,Very Satisfied
144635785294490.0,2023-09-08 13:17:08,50419937,423318317,5,Very Satisfied
149352145254721.0,2023-12-18 08:27:30,112715449,423318317,5,Neutral
149727711218873.0,2024-01-18 15:29:22,80887106,423318317,5,Very Satisfied
147136683289029.0,2024-01-09 16:06:12,31287292,423318317,5,Very Satisfied
148814159286048.0,2023-09-25 18:09:23,206601043,423318317,5,Very Satisfied
158841733297773.0,2023-10-01 13:04:03,109532769,423318317,5,Very Satisfied
148991146277906.0,2023-09-04 01:51:29,69697811,423318317,5,Very Satisfied
162657483211555.0,2023-08-29 19:54:03,102410023,423318317,5,Very Satisfied
155349360238993.0,2023-12-24 12:54:56,22136791,423318317,5,Satisfied
147888031258447.0,2023-10-18 18:05:02,231480842,423318317,5,Very Satisfied
149620671243368.0,2024-02-01 10:16:54,231480842,423318317,5,Very Satisfied
150386935277517.0,2023-09-02 10:25:10,242302214,423318317,5,Very Satisfied
152413745213099.0,2024-01-24 15:17:11,231480842,423318317,5,Very Satisfied
156216400200549.0,2023-09-10 07:10:56,231480842,423318317,5,Very Satisfied
163837458282898.0,2023-11-09 12:13:31,231480842,423318317,5,Satisfied
150128749202317.0,2023-08-11 08:56:41,9456525,423318317,5,Very Satisfied
160822556267254.0,2024-01-27 06:53:49,181874988,423318317,5,Very Satisfied
158277920295372.0,2023-09-19 20:47:17,209848719,423318317,5,Very Satisfied
159878998269263.0,2023-08-12 13:14:25,107866646,423318317,5,Very Satisfied
146974062216985.0,2024-02-24 20:52:17,399541104,423318317,5,Very Satisfied
160352929284861.0,2024-01-19 13:12:30,399541104,423318317,5,Very Satisfied
165189930203859.0,2023-10-05 04:40:52,399541104,423318317,5,Satisfied
162572886271361.0,2023-09-19 13:57:37,162099172,423318317,5,Very Satisfied
162464921216490.0,2023-08-06 15:39:43,91095811,423318317,5,Very Satisfied
154178062257054.0,2023-09-23 14:56:07,196462721,423318317,5,Very Satisfied
147676531282035.0,2023-09-10 13:02:30,33749490,423318317,5,Very Satisfied
153971342287884.0,2023-09-19 21:43:14,213994830,423318317,5,Very Satisfied
153635142256810.0,2023-09-16 11:22:32,142458401,423318317,5,Very Satisfied
154585868263866.0,2023-11-21 18:57:44,44117808,423318317,5,Very Satisfied
150723020214106.0,2024-01-07 15:10:03,16418272,423318317,4,Very Satisfied
153413827257371.0,2024-01-07 08:46:27,239813909,423318317,5,Very Satisfied
163302723286291.0,2023-08-23 17:02:50,95522665,423318317,5,Very Satisfied
151735016224716.0,2023-08-28 14:41:33,144863725,423318317,5,Very Satisfied
157051810227112.0,2023-11-24 11:59:18,144863725,423318317,5,Very Satisfied
160469462247350.0,2023-12-02 11:56:43,191932226,423318317,5,Very Satisfied
158899165220647.0,2023-09-27 17:19:58,53932393,423318317,4,Very Satisfied
151166372246262.0,2023-10-19 09:54:50,319130356,423318317,5,Dissatisfied
158072295281853.0,2023-08-05 19:44:09,47910728,423318317,5,Very Satisfied
161632239291378.0,2024-01-07 09:23:19,122818622,423318317,3,Very Satisfied
153906282255614.0,2024-04-07 14:53:11,27057367,423318317,5,Very Satisfied
156323812263442.0,2024-04-02 12:02:43,192530380,423318317,5,Very Satisfied
151453085291869.0,2023-08-25 15:35:15,399541104,423318317,4,Very Satisfied
145147352252531.0,2023-11-12 15:56:49,101124524,423318317,5,Satisfied
147321055228425.0,2023-08-29 20:57:01,101124524,423318317,5,Satisfied
151450423280008.0,2023-08-28 12:36:22,101124524,423318317,5,Very Satisfied
155929759208921.0,2023-09-20 14:39:57,101124524,423318317,5,Very Satisfied
159451410257671.0,2023-08-06 22:40:36,52599900,423318317,5,Very Satisfied
157645950249265.0,2023-11-10 18:39:58,101124524,423318317,5,Very Satisfied
160808426235824.0,2023-08-21 20:53:42,33892435,423318317,5,Very Satisfied
159686102293666.0,2024-04-09 00:14:48,101124524,423318317,5,Very Satisfied
163893599278656.0,2024-04-07 15:49:41,268234760,423318317,5,Very Satisfied
150477797235782.0,2023-12-11 11:37:36,98964204,423318317,4,Very Satisfied
145717547292064.0,2023-08-04 04:52:28,141813148,423318317,5,Very Satisfied
155221138277334.0,2023-11-16 21:27:56,87094231,423318317,5,Very Satisfied
157965821217983.0,2023-08-18 22:55:02,87094231,423318317,5,Very Satisfied
159793083292243.0,2023-09-30 23:46:48,103297919,423318317,5,Very Satisfied
150780731225764.0,2023-10-21 11:40:25,63287626,423318317,5,Very Satisfied
148583517211602.0,2023-10-22 18:30:31,63287626,423318317,5,Very Satisfied
149474922296129.0,2023-10-31 21:03:12,147156168,423318317,5,Very Satisfied
157468708230155.0,2023-11-02 20:24:53,107513811,423318317,5,Very Satisfied
158902153230442.0,2023-11-14 21:53:36,102743599,423318317,5,Very Satisfied
159901134270600.0,2023-11-20 21:26:21,166156640,423318317,5,Very Satisfied
163069040232459.0,2023-12-07 23:31:57,64058452,423318317,5,Very Satisfied
164447559251198.0,2023-12-30 21:30:07,190225403,423318317,5,Very Satisfied
165074315289359.0,2024-01-24 12:12:45,166156640,423318317,5,Very Satisfied
154257104225732.0,2024-01-31 18:21:00,191914589,423318317,5,Very Satisfied
160411192232729.0,2024-01-31 14:24:16,275015223,423318317,5,Very Satisfied
146840389236772.0,2024-02-01 13:00:10,255217848,423318317,5,Very Satisfied
149611753264905.0,2024-02-02 16:38:07,78103765,423318317,5,Very Satisfied
152025933217762.0,2024-02-04 11:58:58,78103765,423318317,5,Very Satisfied
154842894282491.0,2024-02-17 19:32:01,78103765,423318317,5,Very Satisfied
161108799287603.0,2024-02-17 22:36:53,43951560,423318317,5,Very Satisfied
144903617258569.0,2024-02-17 23:03:58,160993833,423318317,5,Very Satisfied
145421689248793.0,2024-03-14 08:10:43,48642608,423318317,5,Very Satisfied
151675197298995.0,2024-03-15 15:09:55,79744814,423318317,5,Very Satisfied
155151655200786.0,2024-03-15 20:18:26,153591029,423318317,5,Very Satisfied
161710838226720.0,2024-03-20 20:29:37,103328410,423318317,5,Very Satisfied
155478814282303.0,2024-03-16 12:32:32,251092619,423318317,5,Very Satisfied
156128662225654.0,2024-03-18 14:01:27,95922334,423318317,5,Very Satisfied
158786101262305.0,2024-03-19 19:23:35,95922334,423318317,5,Very Satisfied
161610016228764.0,2024-02-16 11:04:46,95922334,423318317,5,Very Satisfied
164420857285721.0,2024-01-27 06:23:20,95922334,423318317,5,Very Satisfied
146060786202666.0,2024-01-24 02:26:22,103564748,423318317,5,Very Satisfied
162829610248708.0,2024-02-18 10:30:56,113971732,423318317,5,Very Satisfied
162395205202181.0,2023-09-04 17:27:37,2512466,423318317,1,Very Satisfied
150561430275995.0,2023-10-28 10:50:38,25763464,423318317,5,Very Satisfied
146209572283445.0,2023-10-28 21:13:43,173198782,423318317,5,Very Satisfied
158413681219466.0,2024-01-21 16:38:17,163021792,423318317,5,Very Satisfied
160298265215701.0,2024-03-06 21:25:56,156199428,423318317,5,Very Satisfied
160851618286619.0,2023-10-24 21:12:56,158206266,423318317,5,Very Satisfied
148402936250205.0,2023-11-16 23:37:59,92091515,423318317,5,Very Satisfied
157553864203304.0,2024-03-15 21:12:39,92091515,423318317,5,Very Satisfied
149397301244056.0,2024-04-04 18:32:42,323730070,423318317,5,Very Satisfied
154538795280676.0,2023-11-08 18:58:29,11391201,423318317,1,Very Satisfied
162375418216946.0,2023-10-15 19:58:46,43841028,423318317,5,Very Satisfied
162856964220020.0,2023-08-29 13:14:43,177521545,423318317,5,Very Satisfied
145019976281738.0,2023-12-26 16:22:27,82619464,423318317,5,Very Satisfied
154700136270438.0,2023-10-23 21:52:25,82619464,423318317,5,Very Satisfied
149061962241853.0,2023-09-15 13:45:04,101740917,423318317,5,Very Satisfied
157700591245343.0,2023-12-06 17:08:03,469151886,423318317,5,Very Satisfied
159532905288770.0,2024-04-05 15:53:48,188217062,423318317,5,Very Satisfied
157779416260107.0,2023-10-15 12:40:20,85998764,423318317,5,Very Satisfied
154840085238453.0,2023-10-04 21:38:27,187127727,423318317,5,Very Satisfied
158887601222071.0,2023-09-12 15:19:24,40310898,423318317,5,Very Satisfied
152752436250034.0,2024-01-16 13:34:04,130945426,423318317,5,Very Satisfied
147915568264426.0,2024-01-22 14:29:02,328690397,423318317,5,Very Satisfied
151658113230983.0,2024-03-07 20:57:26,145113153,423318317,5,Very Satisfied
160970817218422.0,2024-04-05 12:34:36,145113153,423318317,5,Very Satisfied
164208972272067.0,2023-12-21 20:39:35,32664942,423318317,5,Neutral
160116090214732.0,2023-08-28 14:04:05,116283510,423318317,5,Very Satisfied
150021944261372.0,2023-10-13 14:01:12,96021172,423318317,5,Very Satisfied
156014324287514.0,2023-10-12 22:20:37,373926961,423318317,5,Very Satisfied
148364108216402.0,2024-02-25 17:03:36,206523930,423318317,5,Very Satisfied
149684708208082.0,2024-02-28 20:35:25,287858278,423318317,5,Very Satisfied
160201987284447.0,2024-01-15 00:18:44,110711956,423318317,5,Neutral
160419781296253.0,2023-09-09 11:08:08,261709526,423318317,5,Satisfied
147970605257598.0,2023-08-21 20:39:33,261767686,423318317,5,Very Satisfied
157379491261854.0,2023-09-22 20:07:02,139407869,423318317,5,Very Satisfied
157437489261876.0,2023-08-27 13:22:47,23136080,423318317,5,Very Satisfied
162891556257815.0,2023-09-17 19:57:54,98897934,423318317,5,Very Satisfied
162883342277462.0,2023-10-17 00:16:02,54525240,423318317,5,Very Satisfied
165566354230431.0,2023-11-25 17:38:03,139407869,423318317,5,Very Satisfied
154244945298394.0,2024-04-09 13:10:21,219513187,423318317,5,Very Satisfied
158836533283428.0,2024-01-11 23:12:25,88651409,423318317,5,Very Satisfied
159272019252435.0,2023-08-05 12:24:50,446789937,423318317,5,Very Satisfied
160525828299914.0,2023-10-03 08:53:10,240451575,423318317,5,Very Satisfied
159961685251652.0,2023-11-16 15:29:21,252464430,423318317,5,Very Satisfied
153539547245714.0,2023-12-06 15:02:39,275589339,423318317,5,Very Satisfied
146136033297623.0,2024-03-04 20:35:16,275589339,423318317,5,Very Satisfied
144851903274023.0,2024-03-29 13:04:31,275589339,423318317,5,Very Satisfied
152551559315792.0,2024-01-04 09:12:27,320254488,423318317,5,Very Satisfied
158389172205670.0,2023-11-12 08:47:35,23677540,423318317,5,Very Satisfied
160207521202363.0,2023-08-29 16:28:47,283722398,423318317,5,Very Satisfied
163008051289396.0,2023-10-11 21:33:28,413635799,423318317,5,Very Satisfied
160227542202229.0,2023-10-31 17:48:34,210299546,423318317,4,Very Satisfied
147872125275891.0,2023-12-29 12:30:01,72450472,423318317,5,Very Satisfied
154670740223930.0,2024-01-30 09:08:34,72450472,423318317,5,Very Satisfied
158861653205159.0,2023-10-10 11:16:59,73844776,423318317,5,Very Satisfied
159877659292182.0,2023-11-15 07:01:05,72450472,423318317,5,Very Satisfied
150379512248379.0,2023-11-25 20:18:16,325256110,423318317,5,Very Satisfied
155748658267609.0,2023-12-04 13:50:40,95720028,423318317,5,Very Satisfied
157904747246824.0,2024-01-14 18:17:09,254569332,423318317,5,Very Satisfied
145799798252385.0,2024-03-07 20:21:10,59120045,423318317,4,Very Satisfied
146059464251277.0,2024-03-30 03:58:55,253773256,423318317,5,Very Satisfied
161139186262479.0,2024-02-21 16:16:07,118513732,423318317,5,Very Satisfied
146058914277554.0,2023-10-03 17:23:46,161746380,423318317,5,Very Satisfied
147080767238397.0,2023-11-05 13:40:45,227304347,423318317,5,Very Satisfied
155365588232170.0,2023-12-08 20:26:11,138909739,423318317,5,Very Satisfied
153984040216010.0,2024-01-18 12:16:22,377082390,423318317,5,Very Satisfied
161007571238074.0,2024-01-23 15:40:17,105965898,423318317,5,Very Satisfied
146117083226518.0,2024-03-31 05:37:05,83946258,423318317,5,Very Satisfied
146827588254435.0,2023-12-17 17:01:09,228534697,423318317,5,Satisfied
147505436247642.0,2023-11-17 17:42:48,209070679,423318317,5,Very Satisfied
153996895201439.0,2023-10-17 09:51:55,365568767,423318317,5,Very Satisfied
160569792243051.0,2023-11-23 06:01:19,8956357,423318317,5,Very Satisfied
163098804290125.0,2023-12-11 15:49:44,77164421,423318317,5,Very Satisfied
147421936212455.0,2024-01-18 12:43:05,83876128,423318317,5,Very Satisfied
151036106290975.0,2024-01-16 17:46:16,431689782,423318317,5,Very Satisfied
159339573239335.0,2024-04-06 08:50:12,50090202,423318317,5,Very Satisfied
163077822259512.0,2023-10-24 05:58:55,251112078,423318317,5,Satisfied
162718804279884.0,2024-04-02 15:27:39,94094970,423318317,5,Very Satisfied
163230550209311.0,2023-08-24 21:49:12,221901703,423318317,5,Very Satisfied
164380809208662.0,2023-09-09 22:23:27,94094970,423318317,5,Very Satisfied
160272683244630.0,2024-04-10 00:09:25,198283118,423318317,5,Very Satisfied
149947695252639.0,2024-02-09 19:50:27,80016806,423318317,5,Very Satisfied
155321393235201.0,2023-12-27 20:09:54,257142998,423318317,5,Very Satisfied
157601891212280.0,2023-09-09 00:52:28,62552509,423318317,5,Very Satisfied
159119538246508.0,2023-08-14 13:37:41,243646607,423318317,5,Very Satisfied
160469345260855.0,2023-08-05 00:25:14,91738107,423318317,5,Very Satisfied
162135751209474.0,2023-08-16 14:33:16,198808592,423318317,5,Very Satisfied
163065608243951.0,2023-11-26 08:59:19,89672126,423318317,5,Very Satisfied
164986968279105.0,2024-01-02 10:43:31,243646607,423318317,5,Very Satisfied
156208996288076.0,2023-11-22 11:55:52,96382059,423318317,5,Satisfied
159259882291117.0,2023-09-25 13:10:45,204532201,423318317,5,Very Satisfied
155358027202617.0,2024-03-23 17:50:00,398822434,423318317,5,Very Satisfied
152790057240434.0,2024-01-06 10:53:09,47784411,423318317,5,Very Satisfied
157913187217346.0,2024-02-16 18:44:27,229444716,423318317,5,Very Satisfied
162747363266627.0,2023-09-21 11:12:48,346800372,423318317,5,Very Satisfied
147284275227322.0,2023-10-12 05:53:21,138465657,423318317,5,Very Satisfied
149078155234901.0,2023-09-16 21:28:13,276890784,423318317,5,Very Satisfied
154180950281207.0,2023-11-03 08:44:26,208150210,423318317,5,Very Satisfied
156687134213692.0,2023-12-02 06:39:16,359365659,423318317,5,Very Satisfied
163158282214390.0,2024-01-10 11:39:57,208150210,423318317,5,Very Satisfied
155304240267323.0,2023-11-20 06:40:38,122854064,423318317,5,Very Satisfied
161829983226517.0,2024-01-11 14:00:36,320383023,423318317,5,Very Satisfied
162800263277243.0,2024-01-20 13:21:16,97967469,423318317,5,Very Satisfied
145004222218979.0,2024-02-12 10:56:55,84754282,423318317,5,Very Satisfied
153473141249651.0,2024-03-22 20:26:11,84754282,423318317,5,Very Satisfied
153583158303537.0,2023-09-04 10:12:38,102921621,423318317,5,Very Satisfied
154706617295847.0,2023-11-24 04:04:39,69006337,423318317,5,Very Satisfied
144314707220002.0,2024-03-28 15:21:57,241516573,423318317,5,Very Satisfied
149568980234568.0,2024-02-22 22:04:39,339566657,423318317,5,Satisfied
152367595218958.0,2023-08-29 19:28:53,60324879,423318317,5,Very Satisfied
164428426251062.0,2023-08-24 21:39:43,34824513,423318317,5,Very Satisfied
162580078255774.0,2023-11-27 16:12:00,358014015,423318317,5,Very Satisfied
164042293218871.0,2023-11-30 15:11:22,358014015,423318317,5,Very Satisfied
150286478250690.0,2024-03-14 12:01:56,68511947,423318317,5,Very Satisfied
156053961267157.0,2024-03-16 20:21:49,164531432,423318317,5,Very Satisfied
145770126204584.0,2024-01-22 10:44:00,241310685,423318317,5,Very Satisfied
149214922266559.0,2023-09-25 16:00:47,292203344,423318317,5,Very Satisfied
162388796246218.0,2023-12-28 12:02:30,318078408,423318317,5,Very Satisfied
145583659298083.0,2023-08-14 09:29:16,354535332,423318317,5,Very Satisfied
144006841223636.0,2023-09-15 13:54:03,469309431,423318317,5,Very Satisfied
153929479219736.0,2023-10-27 11:09:04,264153003,423318317,5,Very Satisfied
159698912220557.0,2024-02-24 19:28:39,227954613,423318317,5,Very Satisfied
161417444228301.0,2023-09-20 20:51:23,227954613,423318317,5,Very Satisfied
164037074212291.0,2023-10-09 19:08:35,264153003,423318317,5,Very Satisfied
148790753293391.0,2023-11-29 16:15:34,474199800,423318317,5,Very Satisfied
154147771203231.0,2023-12-10 13:49:17,339951042,423318317,5,Very Satisfied
148635997298523.0,2024-01-21 23:42:06,390021351,423318317,5,Very Satisfied
151987688319338.0,2024-03-26 09:19:21,241511454,423318317,5,Very Satisfied
155904359212531.0,2023-09-06 06:09:39,101171192,423318317,5,Satisfied
161021907223286.0,2024-01-13 13:45:03,353064611,423318317,5,Very Satisfied
149143843258881.0,2023-09-06 07:19:23,61701816,423318317,5,Very Satisfied
156516600294642.0,2023-09-19 12:48:01,92050981,423318317,5,Very Satisfied
149004718266682.0,2023-10-03 19:20:20,212972469,423318317,5,Very Satisfied
162711945271455.0,2023-10-27 17:58:34,429995547,423318317,5,Very Satisfied
143678136292119.0,2023-11-22 12:45:43,293673571,423318317,5,Very Satisfied
151870070271367.0,2023-11-28 18:14:28,376566559,423318317,5,Very Satisfied
149907597285670.0,2023-12-29 06:48:11,293673571,423318317,5,Very Satisfied
158257271292821.0,2023-08-06 14:45:36,210730059,423318317,5,Very Satisfied
158948794271881.0,2024-03-06 20:26:20,55280312,423318317,5,Very Satisfied
160610322235665.0,2023-12-02 11:15:05,91035353,423318317,5,Satisfied
165265879231161.0,2023-10-31 22:16:14,123474928,423318317,5,Very Satisfied
153614703270202.0,2024-03-17 20:38:10,446141692,423318317,5,Very Satisfied
162661901281413.0,2023-08-05 14:13:30,413311222,423318317,5,Very Satisfied
163220640265243.0,2023-09-05 21:33:57,446141692,423318317,5,Very Satisfied
160793895258744.0,2023-09-15 16:23:33,334459747,423318317,5,Very Satisfied
163651080290154.0,2023-09-24 20:41:33,158598419,423318317,5,Very Satisfied
152811650309057.0,2023-10-26 12:44:09,229235946,423318317,5,Very Satisfied
151694779288967.0,2023-10-25 18:43:10,387701539,423318317,5,Very Satisfied
148644704295124.0,2023-10-31 12:27:23,253491142,423318317,5,Very Satisfied
155692249232197.0,2023-11-18 09:54:38,175209473,423318317,5,Very Satisfied
157775124294467.0,2023-12-07 18:35:51,293504403,423318317,5,Very Satisfied
155023970245735.0,2024-01-06 11:38:07,290472367,423318317,5,Very Satisfied
159443118286113.0,2024-01-09 11:41:54,383860922,423318317,5,Very Satisfied
151224480205917.0,2023-10-25 23:49:08,302347890,423318317,3,Very Satisfied
163417193203467.0,2023-08-20 13:51:54,111801123,423318317,5,Very Satisfied
147070872209679.0,2023-09-09 09:42:52,331134322,423318317,5,Very Satisfied
158486014275792.0,2023-09-16 14:07:07,81052829,423318317,5,Very Satisfied
159981594285563.0,2024-01-22 20:02:09,201073004,423318317,5,Very Satisfied
159981509239699.0,2023-09-29 05:07:51,201073004,423318317,5,Very Satisfied
159981188242503.0,2024-01-13 12:06:16,201073004,423318317,5,Very Satisfied
149079839243946.0,2023-08-17 05:46:55,250002711,423318317,5,Very Satisfied
